id1,id2,label
CHEBI_32435,CHEBI_32431,Enantiomers
CHEBI_32431,CHEBI_32435,Enantiomers
CHEBI_32442,CHEBI_32449,Enantiomers
CHEBI_32449,CHEBI_32442,Enantiomers
CHEBI_32450,CHEBI_32443,Enantiomers
CHEBI_32443,CHEBI_32450,Enantiomers
CHEBI_32462,CHEBI_32466,Enantiomers
CHEBI_32466,CHEBI_32462,Enantiomers
CHEBI_48098,CHEBI_32467,Enantiomers
CHEBI_32467,CHEBI_48098,Enantiomers
CHEBI_46855,CHEBI_32479,Enantiomers
CHEBI_32479,CHEBI_46855,Enantiomers
CHEBI_32474,CHEBI_32480,Enantiomers
CHEBI_32480,CHEBI_32474,Enantiomers
CHEBI_28918,CHEBI_40751,Enantiomers
CHEBI_40751,CHEBI_28918,Enantiomers
CHEBI_32500,CHEBI_32496,Enantiomers
CHEBI_32496,CHEBI_32500,Enantiomers
CHEBI_32514,CHEBI_32522,Enantiomers
CHEBI_32522,CHEBI_32514,Enantiomers
CHEBI_32610,CHEBI_32606,Enantiomers
CHEBI_32606,CHEBI_32610,Enantiomers
CHEBI_32559,CHEBI_32553,Enantiomers
CHEBI_32553,CHEBI_32559,Enantiomers
CHEBI_32621,CHEBI_32625,Enantiomers
CHEBI_32625,CHEBI_32621,Enantiomers
CHEBI_49038,CHEBI_32640,Enantiomers
CHEBI_32640,CHEBI_49038,Enantiomers
CHEBI_32653,CHEBI_50348,Enantiomers
CHEBI_50348,CHEBI_32653,Enantiomers
CHEBI_32865,CHEBI_32869,Enantiomers
CHEBI_32869,CHEBI_32865,Enantiomers
CHEBI_32674,CHEBI_32667,Enantiomers
CHEBI_32667,CHEBI_32674,Enantiomers
CHEBI_32684,CHEBI_32691,Enantiomers
CHEBI_32691,CHEBI_32684,Enantiomers
CHEBI_32838,CHEBI_32842,Enantiomers
CHEBI_32842,CHEBI_32838,Enantiomers
CHEBI_32829,CHEBI_32823,Enantiomers
CHEBI_32823,CHEBI_32829,Enantiomers
CHEBI_32745,CHEBI_32749,Enantiomers
CHEBI_32749,CHEBI_32745,Enantiomers
CHEBI_32857,CHEBI_32853,Enantiomers
CHEBI_32853,CHEBI_32857,Enantiomers
CHEBI_32706,CHEBI_32718,Enantiomers
CHEBI_32718,CHEBI_32706,Enantiomers
CHEBI_32764,CHEBI_32778,Enantiomers
CHEBI_32778,CHEBI_32764,Enantiomers
CHEBI_32453,CHEBI_32448,Enantiomers
CHEBI_32448,CHEBI_32453,Enantiomers
CHEBI_32793,CHEBI_32794,Enantiomers
CHEBI_32794,CHEBI_32793,Enantiomers
CHEBI_29963,CHEBI_29964,Enantiomers
CHEBI_29964,CHEBI_29963,Enantiomers
CHEBI_29951,CHEBI_29950,Enantiomers
CHEBI_29950,CHEBI_29951,Enantiomers
CHEBI_32739,CHEBI_32737,Enantiomers
CHEBI_32737,CHEBI_32739,Enantiomers
CHEBI_20899,CHEBI_43433,Enantiomers
CHEBI_43433,CHEBI_20899,Enantiomers
CHEBI_32438,CHEBI_32434,Enantiomers
CHEBI_32434,CHEBI_32438,Enantiomers
CHEBI_32445,CHEBI_32451,Enantiomers
CHEBI_32451,CHEBI_32445,Enantiomers
CHEBI_27372,CHEBI_27374,Enantiomers
CHEBI_27374,CHEBI_27372,Enantiomers
CHEBI_35147,CHEBI_35148,Enantiomers
CHEBI_35148,CHEBI_35147,Enantiomers
CHEBI_30022,CHEBI_30021,Enantiomers
CHEBI_30021,CHEBI_30022,Enantiomers
CHEBI_30019,CHEBI_30020,Enantiomers
CHEBI_30020,CHEBI_30019,Enantiomers
CHEBI_35236,CHEBI_35235,Enantiomers
CHEBI_35235,CHEBI_35236,Enantiomers
CHEBI_33384,CHEBI_35247,Enantiomers
CHEBI_35247,CHEBI_33384,Enantiomers
CHEBI_16585,CHEBI_32969,Enantiomers
CHEBI_32969,CHEBI_16585,Enantiomers
CHEBI_18039,CHEBI_35265,Enantiomers
CHEBI_35265,CHEBI_18039,Enantiomers
CHEBI_35322,CHEBI_35321,Enantiomers
CHEBI_35321,CHEBI_35322,Enantiomers
CHEBI_33571,CHEBI_18357,Enantiomers
CHEBI_18357,CHEBI_33571,Enantiomers
CHEBI_42724,CHEBI_4469,Enantiomers
CHEBI_4469,CHEBI_42724,Enantiomers
CHEBI_21041,CHEBI_21333,Enantiomers
CHEBI_21333,CHEBI_21041,Enantiomers
CHEBI_21332,CHEBI_21040,Enantiomers
CHEBI_21040,CHEBI_21332,Enantiomers
CHEBI_28480,CHEBI_16789,Enantiomers
CHEBI_16789,CHEBI_28480,Enantiomers
CHEBI_32436,CHEBI_32432,Enantiomers
CHEBI_32432,CHEBI_32436,Enantiomers
CHEBI_29949,CHEBI_46217,Enantiomers
CHEBI_46217,CHEBI_29949,Enantiomers
CHEBI_35386,CHEBI_35387,Enantiomers
CHEBI_35387,CHEBI_35386,Enantiomers
CHEBI_21358,CHEBI_21048,Enantiomers
CHEBI_21048,CHEBI_21358,Enantiomers
CHEBI_21049,CHEBI_21359,Enantiomers
CHEBI_21359,CHEBI_21049,Enantiomers
CHEBI_21397,CHEBI_21100,Enantiomers
CHEBI_21100,CHEBI_21397,Enantiomers
CHEBI_21101,CHEBI_21398,Enantiomers
CHEBI_21398,CHEBI_21101,Enantiomers
CHEBI_17399,CHEBI_17140,Enantiomers
CHEBI_17140,CHEBI_17399,Enantiomers
CHEBI_47537,CHEBI_16002,Enantiomers
CHEBI_16002,CHEBI_47537,Enantiomers
CHEBI_21226,CHEBI_20910,Enantiomers
CHEBI_20910,CHEBI_21226,Enantiomers
CHEBI_21225,CHEBI_20909,Enantiomers
CHEBI_20909,CHEBI_21225,Enantiomers
CHEBI_29994,CHEBI_29993,Enantiomers
CHEBI_29993,CHEBI_29994,Enantiomers
CHEBI_15671,CHEBI_15672,Enantiomers
CHEBI_15672,CHEBI_15671,Enantiomers
CHEBI_35399,CHEBI_35398,Enantiomers
CHEBI_35398,CHEBI_35399,Enantiomers
CHEBI_29961,CHEBI_29962,Enantiomers
CHEBI_29962,CHEBI_29961,Enantiomers
CHEBI_29958,CHEBI_48094,Enantiomers
CHEBI_48094,CHEBI_29958,Enantiomers
CHEBI_32468,CHEBI_32464,Enantiomers
CHEBI_32464,CHEBI_32468,Enantiomers
CHEBI_32469,CHEBI_32465,Enantiomers
CHEBI_32465,CHEBI_32469,Enantiomers
CHEBI_29988,CHEBI_29989,Enantiomers
CHEBI_29989,CHEBI_29988,Enantiomers
CHEBI_29985,CHEBI_29986,Enantiomers
CHEBI_29986,CHEBI_29985,Enantiomers
CHEBI_29972,CHEBI_48096,Enantiomers
CHEBI_48096,CHEBI_29972,Enantiomers
CHEBI_29974,CHEBI_29973,Enantiomers
CHEBI_29973,CHEBI_29974,Enantiomers
CHEBI_29997,CHEBI_29996,Enantiomers
CHEBI_29996,CHEBI_29997,Enantiomers
CHEBI_29981,CHEBI_29982,Enantiomers
CHEBI_29982,CHEBI_29981,Enantiomers
CHEBI_29980,CHEBI_29979,Enantiomers
CHEBI_29979,CHEBI_29980,Enantiomers
CHEBI_30005,CHEBI_30006,Enantiomers
CHEBI_30006,CHEBI_30005,Enantiomers
CHEBI_30010,CHEBI_30009,Enantiomers
CHEBI_30009,CHEBI_30010,Enantiomers
CHEBI_29967,CHEBI_29968,Enantiomers
CHEBI_29968,CHEBI_29967,Enantiomers
CHEBI_29970,CHEBI_29969,Enantiomers
CHEBI_29969,CHEBI_29970,Enantiomers
CHEBI_16044,CHEBI_29984,Enantiomers
CHEBI_29984,CHEBI_16044,Enantiomers
CHEBI_50349,CHEBI_50347,Enantiomers
CHEBI_50347,CHEBI_50349,Enantiomers
CHEBI_50342,CHEBI_30018,Enantiomers
CHEBI_30018,CHEBI_50342,Enantiomers
CHEBI_48097,CHEBI_30011,Enantiomers
CHEBI_30011,CHEBI_48097,Enantiomers
CHEBI_29953,CHEBI_29952,Enantiomers
CHEBI_29952,CHEBI_29953,Enantiomers
CHEBI_29999,CHEBI_29998,Enantiomers
CHEBI_29998,CHEBI_29999,Enantiomers
CHEBI_30014,CHEBI_30013,Enantiomers
CHEBI_30013,CHEBI_30014,Enantiomers
CHEBI_30002,CHEBI_30000,Enantiomers
CHEBI_30000,CHEBI_30002,Enantiomers
CHEBI_30015,CHEBI_50328,Enantiomers
CHEBI_50328,CHEBI_30015,Enantiomers
CHEBI_29955,CHEBI_29954,Enantiomers
CHEBI_29954,CHEBI_29955,Enantiomers
CHEBI_46858,CHEBI_29976,Enantiomers
CHEBI_29976,CHEBI_46858,Enantiomers
CHEBI_29966,CHEBI_29965,Enantiomers
CHEBI_29965,CHEBI_29966,Enantiomers
CHEBI_32726,CHEBI_32715,Enantiomers
CHEBI_32715,CHEBI_32726,Enantiomers
CHEBI_32782,CHEBI_32767,Enantiomers
CHEBI_32767,CHEBI_32782,Enantiomers
CHEBI_32725,CHEBI_32714,Enantiomers
CHEBI_32714,CHEBI_32725,Enantiomers
CHEBI_33510,CHEBI_20912,Enantiomers
CHEBI_20912,CHEBI_33510,Enantiomers
CHEBI_16501,CHEBI_16157,Enantiomers
CHEBI_16157,CHEBI_16501,Enantiomers
CHEBI_32781,CHEBI_32766,Enantiomers
CHEBI_32766,CHEBI_32781,Enantiomers
CHEBI_29978,CHEBI_29977,Enantiomers
CHEBI_29977,CHEBI_29978,Enantiomers
CHEBI_30003,CHEBI_30004,Enantiomers
CHEBI_30004,CHEBI_30003,Enantiomers
CHEBI_32481,CHEBI_32475,Enantiomers
CHEBI_32475,CHEBI_32481,Enantiomers
CHEBI_46854,CHEBI_32482,Enantiomers
CHEBI_32482,CHEBI_46854,Enantiomers
CHEBI_32494,CHEBI_32486,Enantiomers
CHEBI_32486,CHEBI_32494,Enantiomers
CHEBI_32487,CHEBI_32495,Enantiomers
CHEBI_32495,CHEBI_32487,Enantiomers
CHEBI_32502,CHEBI_32501,Enantiomers
CHEBI_32501,CHEBI_32502,Enantiomers
CHEBI_32510,CHEBI_32523,Enantiomers
CHEBI_32523,CHEBI_32510,Enantiomers
CHEBI_32524,CHEBI_32511,Enantiomers
CHEBI_32511,CHEBI_32524,Enantiomers
CHEBI_32526,CHEBI_32513,Enantiomers
CHEBI_32513,CHEBI_32526,Enantiomers
CHEBI_32527,CHEBI_32512,Enantiomers
CHEBI_32512,CHEBI_32527,Enantiomers
CHEBI_32515,CHEBI_32518,Enantiomers
CHEBI_32518,CHEBI_32515,Enantiomers
CHEBI_32520,CHEBI_32516,Enantiomers
CHEBI_32516,CHEBI_32520,Enantiomers
CHEBI_32517,CHEBI_32521,Enantiomers
CHEBI_32521,CHEBI_32517,Enantiomers
CHEBI_18332,CHEBI_30659,Enantiomers
CHEBI_30659,CHEBI_18332,Enantiomers
CHEBI_32922,CHEBI_35440,Enantiomers
CHEBI_35440,CHEBI_32922,Enantiomers
CHEBI_98,CHEBI_28,Enantiomers
CHEBI_28,CHEBI_98,Enantiomers
CHEBI_15801,CHEBI_16782,Enantiomers
CHEBI_16782,CHEBI_15801,Enantiomers
CHEBI_32796,CHEBI_32797,Enantiomers
CHEBI_32797,CHEBI_32796,Enantiomers
CHEBI_16283,CHEBI_35494,Enantiomers
CHEBI_35494,CHEBI_16283,Enantiomers
CHEBI_50400,CHEBI_35614,Enantiomers
CHEBI_35614,CHEBI_50400,Enantiomers
CHEBI_28797,CHEBI_35619,Enantiomers
CHEBI_35619,CHEBI_28797,Enantiomers
CHEBI_41837,CHEBI_42147,Enantiomers
CHEBI_42147,CHEBI_41837,Enantiomers
CHEBI_15390,CHEBI_15391,Enantiomers
CHEBI_15391,CHEBI_15390,Enantiomers
CHEBI_15382,CHEBI_15383,Enantiomers
CHEBI_15383,CHEBI_15382,Enantiomers
CHEBI_3381,CHEBI_7,Enantiomers
CHEBI_7,CHEBI_3381,Enantiomers
CHEBI_45616,CHEBI_16346,Enantiomers
CHEBI_16346,CHEBI_45616,Enantiomers
CHEBI_45475,CHEBI_35686,Enantiomers
CHEBI_35686,CHEBI_45475,Enantiomers
CHEBI_160,CHEBI_43291,Enantiomers
CHEBI_43291,CHEBI_160,Enantiomers
CHEBI_30889,CHEBI_151,Enantiomers
CHEBI_151,CHEBI_30889,Enantiomers
CHEBI_30008,CHEBI_30007,Enantiomers
CHEBI_30007,CHEBI_30008,Enantiomers
CHEBI_42106,CHEBI_42170,Enantiomers
CHEBI_42170,CHEBI_42106,Enantiomers
CHEBI_16812,CHEBI_16982,Enantiomers
CHEBI_16982,CHEBI_16812,Enantiomers
CHEBI_32550,CHEBI_32556,Enantiomers
CHEBI_32556,CHEBI_32550,Enantiomers
CHEBI_32551,CHEBI_32557,Enantiomers
CHEBI_32557,CHEBI_32551,Enantiomers
CHEBI_32552,CHEBI_32558,Enantiomers
CHEBI_32558,CHEBI_32552,Enantiomers
CHEBI_32561,CHEBI_32554,Enantiomers
CHEBI_32554,CHEBI_32561,Enantiomers
CHEBI_32562,CHEBI_32555,Enantiomers
CHEBI_32555,CHEBI_32562,Enantiomers
CHEBI_49646,CHEBI_36065,Enantiomers
CHEBI_36065,CHEBI_49646,Enantiomers
CHEBI_36101,CHEBI_36100,Enantiomers
CHEBI_36100,CHEBI_36101,Enantiomers
CHEBI_36102,CHEBI_36103,Enantiomers
CHEBI_36103,CHEBI_36102,Enantiomers
CHEBI_36105,CHEBI_15606,Enantiomers
CHEBI_15606,CHEBI_36105,Enantiomers
CHEBI_43197,CHEBI_36210,Enantiomers
CHEBI_36210,CHEBI_43197,Enantiomers
CHEBI_36213,CHEBI_36212,Enantiomers
CHEBI_36212,CHEBI_36213,Enantiomers
CHEBI_36215,CHEBI_36216,Enantiomers
CHEBI_36216,CHEBI_36215,Enantiomers
CHEBI_15629,CHEBI_34487,Enantiomers
CHEBI_34487,CHEBI_15629,Enantiomers
CHEBI_34145,CHEBI_15626,Enantiomers
CHEBI_15626,CHEBI_34145,Enantiomers
CHEBI_34486,CHEBI_34484,Enantiomers
CHEBI_34484,CHEBI_34486,Enantiomers
CHEBI_34146,CHEBI_34144,Enantiomers
CHEBI_34144,CHEBI_34146,Enantiomers
CHEBI_36399,CHEBI_36400,Enantiomers
CHEBI_36400,CHEBI_36399,Enantiomers
CHEBI_18347,CHEBI_42101,Enantiomers
CHEBI_42101,CHEBI_18347,Enantiomers
CHEBI_36410,CHEBI_36411,Enantiomers
CHEBI_36411,CHEBI_36410,Enantiomers
CHEBI_36443,CHEBI_36444,Enantiomers
CHEBI_36444,CHEBI_36443,Enantiomers
CHEBI_28880,CHEBI_17710,Enantiomers
CHEBI_17710,CHEBI_28880,Enantiomers
CHEBI_36464,CHEBI_18790,Enantiomers
CHEBI_18790,CHEBI_36464,Enantiomers
CHEBI_36941,CHEBI_18450,Enantiomers
CHEBI_18450,CHEBI_36941,Enantiomers
CHEBI_36496,CHEBI_36492,Enantiomers
CHEBI_36492,CHEBI_36496,Enantiomers
CHEBI_31,CHEBI_15410,Enantiomers
CHEBI_15410,CHEBI_31,Enantiomers
CHEBI_41595,CHEBI_36515,Enantiomers
CHEBI_36515,CHEBI_41595,Enantiomers
CHEBI_43445,CHEBI_18027,Enantiomers
CHEBI_18027,CHEBI_43445,Enantiomers
CHEBI_36539,CHEBI_36540,Enantiomers
CHEBI_36540,CHEBI_36539,Enantiomers
CHEBI_29090,CHEBI_17342,Enantiomers
CHEBI_17342,CHEBI_29090,Enantiomers
CHEBI_36612,CHEBI_165,Enantiomers
CHEBI_165,CHEBI_36612,Enantiomers
CHEBI_18481,CHEBI_15387,Enantiomers
CHEBI_15387,CHEBI_18481,Enantiomers
CHEBI_371,CHEBI_36750,Enantiomers
CHEBI_36750,CHEBI_371,Enantiomers
CHEBI_2365,CHEBI_28937,Enantiomers
CHEBI_28937,CHEBI_2365,Enantiomers
CHEBI_18743,CHEBI_18657,Enantiomers
CHEBI_18657,CHEBI_18743,Enantiomers
CHEBI_36765,CHEBI_36766,Enantiomers
CHEBI_36766,CHEBI_36765,Enantiomers
CHEBI_15397,CHEBI_15396,Enantiomers
CHEBI_15396,CHEBI_15397,Enantiomers
CHEBI_36776,CHEBI_15392,Enantiomers
CHEBI_15392,CHEBI_36776,Enantiomers
CHEBI_36778,CHEBI_36777,Enantiomers
CHEBI_36777,CHEBI_36778,Enantiomers
CHEBI_36791,CHEBI_36792,Enantiomers
CHEBI_36792,CHEBI_36791,Enantiomers
CHEBI_36793,CHEBI_36794,Enantiomers
CHEBI_36794,CHEBI_36793,Enantiomers
CHEBI_36797,CHEBI_36795,Enantiomers
CHEBI_36795,CHEBI_36797,Enantiomers
CHEBI_32713,CHEBI_32724,Enantiomers
CHEBI_32724,CHEBI_32713,Enantiomers
CHEBI_32776,CHEBI_32763,Enantiomers
CHEBI_32763,CHEBI_32776,Enantiomers
CHEBI_32702,CHEBI_32716,Enantiomers
CHEBI_32716,CHEBI_32702,Enantiomers
CHEBI_32704,CHEBI_32717,Enantiomers
CHEBI_32717,CHEBI_32704,Enantiomers
CHEBI_32708,CHEBI_32719,Enantiomers
CHEBI_32719,CHEBI_32708,Enantiomers
CHEBI_32720,CHEBI_32710,Enantiomers
CHEBI_32710,CHEBI_32720,Enantiomers
CHEBI_32773,CHEBI_32760,Enantiomers
CHEBI_32760,CHEBI_32773,Enantiomers
CHEBI_32774,CHEBI_32761,Enantiomers
CHEBI_32761,CHEBI_32774,Enantiomers
CHEBI_32762,CHEBI_32775,Enantiomers
CHEBI_32775,CHEBI_32762,Enantiomers
CHEBI_46857,CHEBI_32779,Enantiomers
CHEBI_32779,CHEBI_46857,Enantiomers
CHEBI_32768,CHEBI_32780,Enantiomers
CHEBI_32780,CHEBI_32768,Enantiomers
CHEBI_32854,CHEBI_32858,Enantiomers
CHEBI_32858,CHEBI_32854,Enantiomers
CHEBI_32855,CHEBI_32851,Enantiomers
CHEBI_32851,CHEBI_32855,Enantiomers
CHEBI_32856,CHEBI_32852,Enantiomers
CHEBI_32852,CHEBI_32856,Enantiomers
CHEBI_32824,CHEBI_32830,Enantiomers
CHEBI_32830,CHEBI_32824,Enantiomers
CHEBI_32831,CHEBI_32825,Enantiomers
CHEBI_32825,CHEBI_32831,Enantiomers
CHEBI_32827,CHEBI_32820,Enantiomers
CHEBI_32820,CHEBI_32827,Enantiomers
CHEBI_32828,CHEBI_32822,Enantiomers
CHEBI_32822,CHEBI_32828,Enantiomers
CHEBI_32839,CHEBI_32843,Enantiomers
CHEBI_32843,CHEBI_32839,Enantiomers
CHEBI_32841,CHEBI_32837,Enantiomers
CHEBI_32837,CHEBI_32841,Enantiomers
CHEBI_32836,CHEBI_32840,Enantiomers
CHEBI_32840,CHEBI_32836,Enantiomers
CHEBI_32686,CHEBI_32694,Enantiomers
CHEBI_32694,CHEBI_32686,Enantiomers
CHEBI_32685,CHEBI_32693,Enantiomers
CHEBI_32693,CHEBI_32685,Enantiomers
CHEBI_32682,CHEBI_32689,Enantiomers
CHEBI_32689,CHEBI_32682,Enantiomers
CHEBI_32683,CHEBI_32690,Enantiomers
CHEBI_32690,CHEBI_32683,Enantiomers
CHEBI_32681,CHEBI_32688,Enantiomers
CHEBI_32688,CHEBI_32681,Enantiomers
CHEBI_32672,CHEBI_32665,Enantiomers
CHEBI_32665,CHEBI_32672,Enantiomers
CHEBI_32666,CHEBI_32673,Enantiomers
CHEBI_32673,CHEBI_32666,Enantiomers
CHEBI_32668,CHEBI_32675,Enantiomers
CHEBI_32675,CHEBI_32668,Enantiomers
CHEBI_32676,CHEBI_32669,Enantiomers
CHEBI_32669,CHEBI_32676,Enantiomers
CHEBI_32650,CHEBI_32656,Enantiomers
CHEBI_32656,CHEBI_32650,Enantiomers
CHEBI_32651,CHEBI_32657,Enantiomers
CHEBI_32657,CHEBI_32651,Enantiomers
CHEBI_32654,CHEBI_32658,Enantiomers
CHEBI_32658,CHEBI_32654,Enantiomers
CHEBI_32655,CHEBI_32659,Enantiomers
CHEBI_32659,CHEBI_32655,Enantiomers
CHEBI_32641,CHEBI_49037,Enantiomers
CHEBI_49037,CHEBI_32641,Enantiomers
CHEBI_32637,CHEBI_32631,Enantiomers
CHEBI_32631,CHEBI_32637,Enantiomers
CHEBI_32638,CHEBI_32632,Enantiomers
CHEBI_32632,CHEBI_32638,Enantiomers
CHEBI_32870,CHEBI_32866,Enantiomers
CHEBI_32866,CHEBI_32870,Enantiomers
CHEBI_32864,CHEBI_32868,Enantiomers
CHEBI_32868,CHEBI_32864,Enantiomers
CHEBI_32862,CHEBI_32867,Enantiomers
CHEBI_32867,CHEBI_32862,Enantiomers
CHEBI_32626,CHEBI_32622,Enantiomers
CHEBI_32622,CHEBI_32626,Enantiomers
CHEBI_32623,CHEBI_32619,Enantiomers
CHEBI_32619,CHEBI_32623,Enantiomers
CHEBI_32620,CHEBI_32624,Enantiomers
CHEBI_32624,CHEBI_32620,Enantiomers
CHEBI_32605,CHEBI_32609,Enantiomers
CHEBI_32609,CHEBI_32605,Enantiomers
CHEBI_32608,CHEBI_32604,Enantiomers
CHEBI_32604,CHEBI_32608,Enantiomers
CHEBI_32611,CHEBI_32607,Enantiomers
CHEBI_32607,CHEBI_32611,Enantiomers
CHEBI_32751,CHEBI_32744,Enantiomers
CHEBI_32744,CHEBI_32751,Enantiomers
CHEBI_32742,CHEBI_32747,Enantiomers
CHEBI_32747,CHEBI_32742,Enantiomers
CHEBI_32743,CHEBI_32750,Enantiomers
CHEBI_32750,CHEBI_32743,Enantiomers
CHEBI_32748,CHEBI_32746,Enantiomers
CHEBI_32746,CHEBI_32748,Enantiomers
CHEBI_42280,CHEBI_37000,Enantiomers
CHEBI_37000,CHEBI_42280,Enantiomers
CHEBI_37005,CHEBI_6151,Enantiomers
CHEBI_6151,CHEBI_37005,Enantiomers
CHEBI_18183,CHEBI_16924,Enantiomers
CHEBI_16924,CHEBI_18183,Enantiomers
CHEBI_37023,CHEBI_37025,Enantiomers
CHEBI_37025,CHEBI_37023,Enantiomers
CHEBI_37027,CHEBI_37029,Enantiomers
CHEBI_37029,CHEBI_37027,Enantiomers
CHEBI_30654,CHEBI_15699,Enantiomers
CHEBI_15699,CHEBI_30654,Enantiomers
CHEBI_16288,CHEBI_37034,Enantiomers
CHEBI_37034,CHEBI_16288,Enantiomers
CHEBI_17290,CHEBI_17066,Enantiomers
CHEBI_17066,CHEBI_17290,Enantiomers
CHEBI_11047,CHEBI_10983,Enantiomers
CHEBI_10983,CHEBI_11047,Enantiomers
CHEBI_37094,CHEBI_37095,Enantiomers
CHEBI_37095,CHEBI_37094,Enantiomers
CHEBI_37100,CHEBI_37099,Enantiomers
CHEBI_37099,CHEBI_37100,Enantiomers
CHEBI_37101,CHEBI_37103,Enantiomers
CHEBI_37103,CHEBI_37101,Enantiomers
CHEBI_37145,CHEBI_18662,Enantiomers
CHEBI_18662,CHEBI_37145,Enantiomers
CHEBI_28548,CHEBI_37209,Enantiomers
CHEBI_37209,CHEBI_28548,Enantiomers
CHEBI_211,CHEBI_29001,Enantiomers
CHEBI_29001,CHEBI_211,Enantiomers
CHEBI_37291,CHEBI_37287,Enantiomers
CHEBI_37287,CHEBI_37291,Enantiomers
CHEBI_16347,CHEBI_11060,Enantiomers
CHEBI_11060,CHEBI_16347,Enantiomers
CHEBI_15386,CHEBI_37465,Enantiomers
CHEBI_37465,CHEBI_15386,Enantiomers
CHEBI_37467,CHEBI_37468,Enantiomers
CHEBI_37468,CHEBI_37467,Enantiomers
CHEBI_27066,CHEBI_28951,Enantiomers
CHEBI_28951,CHEBI_27066,Enantiomers
CHEBI_37473,CHEBI_37472,Enantiomers
CHEBI_37472,CHEBI_37473,Enantiomers
CHEBI_37477,CHEBI_37476,Enantiomers
CHEBI_37476,CHEBI_37477,Enantiomers
CHEBI_37535,CHEBI_37536,Enantiomers
CHEBI_37536,CHEBI_37535,Enantiomers
CHEBI_37544,CHEBI_37543,Enantiomers
CHEBI_37543,CHEBI_37544,Enantiomers
CHEBI_37547,CHEBI_37546,Enantiomers
CHEBI_37546,CHEBI_37547,Enantiomers
CHEBI_49845,CHEBI_37597,Enantiomers
CHEBI_37597,CHEBI_49845,Enantiomers
CHEBI_28293,CHEBI_28390,Enantiomers
CHEBI_28390,CHEBI_28293,Enantiomers
CHEBI_10702,CHEBI_12855,Enantiomers
CHEBI_12855,CHEBI_10702,Enantiomers
CHEBI_28061,CHEBI_42905,Enantiomers
CHEBI_42905,CHEBI_28061,Enantiomers
CHEBI_27667,CHEBI_37620,Enantiomers
CHEBI_37620,CHEBI_27667,Enantiomers
CHEBI_17118,CHEBI_37617,Enantiomers
CHEBI_37617,CHEBI_17118,Enantiomers
CHEBI_37626,CHEBI_42758,Enantiomers
CHEBI_42758,CHEBI_37626,Enantiomers
CHEBI_37630,CHEBI_17925,Enantiomers
CHEBI_17925,CHEBI_37630,Enantiomers
CHEBI_15903,CHEBI_37631,Enantiomers
CHEBI_37631,CHEBI_15903,Enantiomers
CHEBI_37679,CHEBI_28563,Enantiomers
CHEBI_28563,CHEBI_37679,Enantiomers
CHEBI_28729,CHEBI_37680,Enantiomers
CHEBI_37680,CHEBI_28729,Enantiomers
