id1,id2,label
CHEBI_210506,CHEBI_210500,Diastereomers
CHEBI_96500,CHEBI_96784,Diastereomers
CHEBI_127074,CHEBI_129044,Diastereomers
CHEBI_118561,CHEBI_118523,Diastereomers
CHEBI_98366,CHEBI_101582,Diastereomers
CHEBI_219136,CHEBI_219128,Diastereomers
CHEBI_118129,CHEBI_118032,Diastereomers
CHEBI_130477,CHEBI_129062,Diastereomers
CHEBI_127217,CHEBI_128885,Diastereomers
CHEBI_102587,CHEBI_100530,Diastereomers
CHEBI_69289,CHEBI_69288,Diastereomers
CHEBI_106371,CHEBI_106295,Diastereomers
CHEBI_220819,CHEBI_212857,Diastereomers
CHEBI_120286,CHEBI_118507,Diastereomers
CHEBI_108682,CHEBI_111583,Diastereomers
CHEBI_117916,CHEBI_117997,Diastereomers
CHEBI_111958,CHEBI_112047,Diastereomers
CHEBI_120224,CHEBI_120198,Diastereomers
CHEBI_118409,CHEBI_118516,Diastereomers
CHEBI_100287,CHEBI_102044,Diastereomers
CHEBI_142124,CHEBI_27717,Diastereomers
CHEBI_220708,CHEBI_221174,Diastereomers
CHEBI_196029,CHEBI_171774,Diastereomers
CHEBI_118769,CHEBI_118568,Diastereomers
CHEBI_110709,CHEBI_110826,Diastereomers
CHEBI_97184,CHEBI_99128,Diastereomers
CHEBI_156943,CHEBI_152003,Diastereomers
CHEBI_165506,CHEBI_192950,Diastereomers
CHEBI_124559,CHEBI_124614,Diastereomers
CHEBI_123574,CHEBI_123533,Diastereomers
CHEBI_201211,CHEBI_198805,Diastereomers
CHEBI_66962,CHEBI_66961,Diastereomers
CHEBI_115399,CHEBI_115229,Diastereomers
CHEBI_51861,CHEBI_51857,Diastereomers
CHEBI_120335,CHEBI_120390,Diastereomers
CHEBI_185563,CHEBI_187226,Diastereomers
CHEBI_101682,CHEBI_98817,Diastereomers
CHEBI_120362,CHEBI_120298,Diastereomers
CHEBI_123766,CHEBI_117876,Diastereomers
CHEBI_102721,CHEBI_99510,Diastereomers
CHEBI_122301,CHEBI_122234,Diastereomers
CHEBI_120250,CHEBI_120097,Diastereomers
CHEBI_130244,CHEBI_125993,Diastereomers
CHEBI_118120,CHEBI_118150,Diastereomers
CHEBI_120161,CHEBI_120276,Diastereomers
CHEBI_97278,CHEBI_101061,Diastereomers
CHEBI_98896,CHEBI_102674,Diastereomers
CHEBI_126347,CHEBI_108806,Diastereomers
CHEBI_127433,CHEBI_126852,Diastereomers
CHEBI_223052,CHEBI_211547,Diastereomers
CHEBI_143175,CHEBI_143189,Diastereomers
CHEBI_101403,CHEBI_102651,Diastereomers
CHEBI_75816,CHEBI_75826,Diastereomers
CHEBI_196155,CHEBI_173196,Diastereomers
CHEBI_95839,CHEBI_96188,Diastereomers
CHEBI_106754,CHEBI_111066,Diastereomers
CHEBI_111604,CHEBI_108753,Diastereomers
CHEBI_100791,CHEBI_103219,Diastereomers
CHEBI_102918,CHEBI_97388,Diastereomers
CHEBI_130043,CHEBI_129289,Diastereomers
CHEBI_124742,CHEBI_124679,Diastereomers
CHEBI_217533,CHEBI_225265,Diastereomers
CHEBI_130682,CHEBI_126765,Diastereomers
CHEBI_217064,CHEBI_217070,Diastereomers
CHEBI_135277,CHEBI_167624,Diastereomers
CHEBI_97797,CHEBI_101779,Diastereomers
CHEBI_203217,CHEBI_220703,Diastereomers
CHEBI_206902,CHEBI_206896,Diastereomers
CHEBI_98463,CHEBI_100245,Diastereomers
CHEBI_118223,CHEBI_118059,Diastereomers
CHEBI_122957,CHEBI_123070,Diastereomers
CHEBI_111724,CHEBI_108778,Diastereomers
CHEBI_197708,CHEBI_220164,Diastereomers
CHEBI_196190,CHEBI_196202,Diastereomers
CHEBI_63233,CHEBI_67002,Diastereomers
CHEBI_99103,CHEBI_103057,Diastereomers
CHEBI_98892,CHEBI_97303,Diastereomers
CHEBI_127337,CHEBI_127492,Diastereomers
CHEBI_195810,CHEBI_195809,Diastereomers
CHEBI_208252,CHEBI_200296,Diastereomers
CHEBI_204380,CHEBI_199077,Diastereomers
CHEBI_120118,CHEBI_120360,Diastereomers
CHEBI_142878,CHEBI_142875,Diastereomers
CHEBI_130254,CHEBI_127193,Diastereomers
CHEBI_96238,CHEBI_95863,Diastereomers
CHEBI_149363,CHEBI_152195,Diastereomers
CHEBI_127633,CHEBI_127227,Diastereomers
CHEBI_214687,CHEBI_203483,Diastereomers
CHEBI_117326,CHEBI_117283,Diastereomers
CHEBI_206343,CHEBI_205373,Diastereomers
CHEBI_197867,CHEBI_226725,Diastereomers
CHEBI_17762,CHEBI_16074,Diastereomers
CHEBI_104751,CHEBI_111134,Diastereomers
CHEBI_106936,CHEBI_123855,Diastereomers
CHEBI_217695,CHEBI_217689,Diastereomers
CHEBI_118678,CHEBI_118774,Diastereomers
CHEBI_102281,CHEBI_101592,Diastereomers
CHEBI_124056,CHEBI_124462,Diastereomers
CHEBI_37695,CHEBI_37675,Diastereomers
CHEBI_128732,CHEBI_126345,Diastereomers
CHEBI_205777,CHEBI_206508,Diastereomers
CHEBI_98958,CHEBI_99020,Diastereomers
CHEBI_99443,CHEBI_101636,Diastereomers
CHEBI_57690,CHEBI_27992,Diastereomers
CHEBI_196077,CHEBI_196085,Diastereomers
CHEBI_229515,CHEBI_180961,Diastereomers
CHEBI_136533,CHEBI_136535,Diastereomers
CHEBI_205053,CHEBI_220188,Diastereomers
CHEBI_146079,CHEBI_150607,Diastereomers
CHEBI_118564,CHEBI_118729,Diastereomers
CHEBI_123099,CHEBI_123087,Diastereomers
CHEBI_139131,CHEBI_166734,Diastereomers
CHEBI_118576,CHEBI_118522,Diastereomers
CHEBI_40595,CHEBI_28013,Diastereomers
CHEBI_136884,CHEBI_136886,Diastereomers
CHEBI_99051,CHEBI_102689,Diastereomers
CHEBI_118384,CHEBI_118330,Diastereomers
CHEBI_222537,CHEBI_213855,Diastereomers
CHEBI_100414,CHEBI_98046,Diastereomers
CHEBI_119138,CHEBI_118990,Diastereomers
CHEBI_130790,CHEBI_129097,Diastereomers
CHEBI_96206,CHEBI_96388,Diastereomers
CHEBI_113967,CHEBI_103786,Diastereomers
CHEBI_130641,CHEBI_126239,Diastereomers
CHEBI_182707,CHEBI_181665,Diastereomers
CHEBI_113872,CHEBI_108643,Diastereomers
CHEBI_175989,CHEBI_175992,Diastereomers
CHEBI_100957,CHEBI_100443,Diastereomers
CHEBI_69263,CHEBI_69261,Diastereomers
CHEBI_179244,CHEBI_179245,Diastereomers
CHEBI_99935,CHEBI_99885,Diastereomers
CHEBI_166714,CHEBI_166710,Diastereomers
CHEBI_125765,CHEBI_129039,Diastereomers
CHEBI_123003,CHEBI_123040,Diastereomers
CHEBI_98090,CHEBI_102523,Diastereomers
CHEBI_130947,CHEBI_126990,Diastereomers
CHEBI_69950,CHEBI_69951,Diastereomers
CHEBI_147715,CHEBI_154581,Diastereomers
CHEBI_68173,CHEBI_68174,Diastereomers
CHEBI_117990,CHEBI_117914,Diastereomers
CHEBI_127198,CHEBI_130631,Diastereomers
CHEBI_120368,CHEBI_120376,Diastereomers
CHEBI_106634,CHEBI_106499,Diastereomers
CHEBI_117385,CHEBI_117483,Diastereomers
CHEBI_53637,CHEBI_53636,Diastereomers
CHEBI_98357,CHEBI_102475,Diastereomers
CHEBI_111796,CHEBI_113653,Diastereomers
CHEBI_211716,CHEBI_199169,Diastereomers
CHEBI_69278,CHEBI_69279,Diastereomers
CHEBI_206164,CHEBI_206158,Diastereomers
CHEBI_119004,CHEBI_119133,Diastereomers
CHEBI_196394,CHEBI_187201,Diastereomers
CHEBI_83615,CHEBI_83616,Diastereomers
CHEBI_193562,CHEBI_177743,Diastereomers
CHEBI_156841,CHEBI_157174,Diastereomers
CHEBI_118503,CHEBI_118353,Diastereomers
CHEBI_103829,CHEBI_119728,Diastereomers
CHEBI_215352,CHEBI_211777,Diastereomers
CHEBI_117490,CHEBI_117588,Diastereomers
CHEBI_142912,CHEBI_131754,Diastereomers
CHEBI_118371,CHEBI_118236,Diastereomers
CHEBI_211942,CHEBI_226072,Diastereomers
CHEBI_117932,CHEBI_118081,Diastereomers
CHEBI_110158,CHEBI_110032,Diastereomers
CHEBI_83857,CHEBI_83854,Diastereomers
CHEBI_18237,CHEBI_76051,Diastereomers
CHEBI_114824,CHEBI_103718,Diastereomers
CHEBI_98549,CHEBI_101738,Diastereomers
CHEBI_119506,CHEBI_119690,Diastereomers
CHEBI_99126,CHEBI_99055,Diastereomers
CHEBI_97379,CHEBI_101664,Diastereomers
CHEBI_126047,CHEBI_127874,Diastereomers
CHEBI_123557,CHEBI_123502,Diastereomers
CHEBI_97624,CHEBI_99522,Diastereomers
CHEBI_118955,CHEBI_119154,Diastereomers
CHEBI_110656,CHEBI_110669,Diastereomers
CHEBI_210634,CHEBI_213076,Diastereomers
CHEBI_118505,CHEBI_118346,Diastereomers
CHEBI_169888,CHEBI_165298,Diastereomers
CHEBI_98367,CHEBI_98982,Diastereomers
CHEBI_122921,CHEBI_103773,Diastereomers
CHEBI_103350,CHEBI_101846,Diastereomers
CHEBI_233891,CHEBI_233890,Diastereomers
CHEBI_220399,CHEBI_220393,Diastereomers
CHEBI_210285,CHEBI_210279,Diastereomers
CHEBI_111572,CHEBI_108911,Diastereomers
CHEBI_133112,CHEBI_133101,Diastereomers
CHEBI_49233,CHEBI_49234,Diastereomers
CHEBI_100836,CHEBI_102807,Diastereomers
CHEBI_106611,CHEBI_106718,Diastereomers
CHEBI_48940,CHEBI_48941,Diastereomers
CHEBI_100068,CHEBI_97920,Diastereomers
CHEBI_101650,CHEBI_99578,Diastereomers
CHEBI_126442,CHEBI_126076,Diastereomers
CHEBI_219539,CHEBI_219535,Diastereomers
CHEBI_224065,CHEBI_208610,Diastereomers
CHEBI_123508,CHEBI_123546,Diastereomers
CHEBI_130102,CHEBI_128763,Diastereomers
CHEBI_222264,CHEBI_206578,Diastereomers
CHEBI_119067,CHEBI_119113,Diastereomers
CHEBI_102712,CHEBI_103223,Diastereomers
CHEBI_130407,CHEBI_128919,Diastereomers
CHEBI_216109,CHEBI_201162,Diastereomers
CHEBI_99757,CHEBI_99319,Diastereomers
CHEBI_113613,CHEBI_113576,Diastereomers
CHEBI_118473,CHEBI_118391,Diastereomers
CHEBI_104546,CHEBI_104506,Diastereomers
CHEBI_98345,CHEBI_101822,Diastereomers
CHEBI_145582,CHEBI_145628,Diastereomers
CHEBI_147570,CHEBI_148774,Diastereomers
CHEBI_84190,CHEBI_84191,Diastereomers
CHEBI_118036,CHEBI_118173,Diastereomers
CHEBI_98732,CHEBI_101594,Diastereomers
CHEBI_370252,CHEBI_58566,Diastereomers
CHEBI_70562,CHEBI_70563,Diastereomers
CHEBI_138601,CHEBI_138641,Diastereomers
CHEBI_126334,CHEBI_126304,Diastereomers
CHEBI_99846,CHEBI_102759,Diastereomers
CHEBI_207352,CHEBI_207358,Diastereomers
CHEBI_216748,CHEBI_216743,Diastereomers
CHEBI_66888,CHEBI_61450,Diastereomers
CHEBI_62036,CHEBI_62035,Diastereomers
CHEBI_180474,CHEBI_86381,Diastereomers
CHEBI_103628,CHEBI_103551,Diastereomers
CHEBI_128558,CHEBI_129734,Diastereomers
CHEBI_100727,CHEBI_98311,Diastereomers
CHEBI_198829,CHEBI_198506,Diastereomers
CHEBI_100021,CHEBI_97991,Diastereomers
CHEBI_117590,CHEBI_101973,Diastereomers
CHEBI_120081,CHEBI_120175,Diastereomers
CHEBI_118697,CHEBI_118828,Diastereomers
CHEBI_106575,CHEBI_106630,Diastereomers
CHEBI_214933,CHEBI_214927,Diastereomers
CHEBI_128316,CHEBI_126317,Diastereomers
CHEBI_130436,CHEBI_130996,Diastereomers
CHEBI_126410,CHEBI_130183,Diastereomers
CHEBI_99728,CHEBI_98856,Diastereomers
CHEBI_102336,CHEBI_101603,Diastereomers
CHEBI_118092,CHEBI_118226,Diastereomers
CHEBI_70584,CHEBI_70585,Diastereomers
CHEBI_126129,CHEBI_127666,Diastereomers
CHEBI_123667,CHEBI_122265,Diastereomers
CHEBI_109864,CHEBI_109921,Diastereomers
CHEBI_113992,CHEBI_114022,Diastereomers
CHEBI_215641,CHEBI_215653,Diastereomers
CHEBI_65488,CHEBI_65489,Diastereomers
CHEBI_97190,CHEBI_100328,Diastereomers
CHEBI_191949,CHEBI_15393,Diastereomers
CHEBI_110516,CHEBI_110522,Diastereomers
CHEBI_42098,CHEBI_63497,Diastereomers
CHEBI_71693,CHEBI_20833,Diastereomers
CHEBI_136591,CHEBI_57561,Diastereomers
CHEBI_16619,CHEBI_16774,Diastereomers
CHEBI_127087,CHEBI_128967,Diastereomers
CHEBI_130873,CHEBI_126892,Diastereomers
CHEBI_100942,CHEBI_99183,Diastereomers
CHEBI_106495,CHEBI_106547,Diastereomers
CHEBI_108762,CHEBI_111556,Diastereomers
CHEBI_101678,CHEBI_99740,Diastereomers
CHEBI_210188,CHEBI_213732,Diastereomers
CHEBI_117964,CHEBI_117982,Diastereomers
CHEBI_97733,CHEBI_99595,Diastereomers
CHEBI_100299,CHEBI_99426,Diastereomers
CHEBI_124062,CHEBI_124276,Diastereomers
CHEBI_219184,CHEBI_227188,Diastereomers
CHEBI_119549,CHEBI_119508,Diastereomers
CHEBI_95898,CHEBI_95776,Diastereomers
CHEBI_215534,CHEBI_215522,Diastereomers
CHEBI_110087,CHEBI_110006,Diastereomers
CHEBI_178719,CHEBI_178706,Diastereomers
CHEBI_126210,CHEBI_129315,Diastereomers
CHEBI_129889,CHEBI_129959,Diastereomers
CHEBI_125941,CHEBI_128084,Diastereomers
CHEBI_70677,CHEBI_70678,Diastereomers
CHEBI_214986,CHEBI_209941,Diastereomers
CHEBI_206354,CHEBI_206391,Diastereomers
CHEBI_99180,CHEBI_102343,Diastereomers
CHEBI_128297,CHEBI_126187,Diastereomers
CHEBI_207424,CHEBI_207418,Diastereomers
CHEBI_75669,CHEBI_75664,Diastereomers
CHEBI_130174,CHEBI_128716,Diastereomers
CHEBI_130462,CHEBI_130019,Diastereomers
CHEBI_219135,CHEBI_217625,Diastereomers
CHEBI_129385,CHEBI_130067,Diastereomers
CHEBI_84722,CHEBI_84721,Diastereomers
CHEBI_96711,CHEBI_96713,Diastereomers
CHEBI_118387,CHEBI_118483,Diastereomers
CHEBI_112553,CHEBI_112474,Diastereomers
CHEBI_99109,CHEBI_102033,Diastereomers
CHEBI_119583,CHEBI_119664,Diastereomers
CHEBI_129306,CHEBI_128910,Diastereomers
CHEBI_208267,CHEBI_208261,Diastereomers
CHEBI_118708,CHEBI_118611,Diastereomers
CHEBI_118793,CHEBI_118789,Diastereomers
CHEBI_101595,CHEBI_100703,Diastereomers
CHEBI_97443,CHEBI_101957,Diastereomers
CHEBI_129660,CHEBI_126893,Diastereomers
CHEBI_122642,CHEBI_122645,Diastereomers
CHEBI_205566,CHEBI_218102,Diastereomers
CHEBI_218346,CHEBI_217716,Diastereomers
CHEBI_204374,CHEBI_199399,Diastereomers
CHEBI_95602,CHEBI_112466,Diastereomers
CHEBI_29027,CHEBI_28805,Diastereomers
CHEBI_199700,CHEBI_203159,Diastereomers
CHEBI_114008,CHEBI_114069,Diastereomers
CHEBI_99433,CHEBI_100106,Diastereomers
CHEBI_208263,CHEBI_220424,Diastereomers
CHEBI_127014,CHEBI_127607,Diastereomers
CHEBI_95417,CHEBI_126780,Diastereomers
CHEBI_118124,CHEBI_117919,Diastereomers
CHEBI_129515,CHEBI_126109,Diastereomers
CHEBI_60855,CHEBI_60863,Diastereomers
CHEBI_108782,CHEBI_113569,Diastereomers
CHEBI_98072,CHEBI_102894,Diastereomers
CHEBI_126462,CHEBI_129864,Diastereomers
CHEBI_204386,CHEBI_211006,Diastereomers
CHEBI_196046,CHEBI_196037,Diastereomers
CHEBI_118698,CHEBI_118610,Diastereomers
CHEBI_217021,CHEBI_213950,Diastereomers
CHEBI_33885,CHEBI_47954,Diastereomers
CHEBI_99391,CHEBI_102670,Diastereomers
CHEBI_81636,CHEBI_81635,Diastereomers
CHEBI_126784,CHEBI_127911,Diastereomers
CHEBI_18165,CHEBI_18203,Diastereomers
CHEBI_123536,CHEBI_123460,Diastereomers
CHEBI_208279,CHEBI_216014,Diastereomers
CHEBI_185496,CHEBI_168377,Diastereomers
CHEBI_117987,CHEBI_118094,Diastereomers
CHEBI_118578,CHEBI_118839,Diastereomers
CHEBI_118757,CHEBI_118596,Diastereomers
CHEBI_200036,CHEBI_212479,Diastereomers
CHEBI_119036,CHEBI_119124,Diastereomers
CHEBI_97742,CHEBI_98879,Diastereomers
CHEBI_63203,CHEBI_64798,Diastereomers
CHEBI_214492,CHEBI_226440,Diastereomers
CHEBI_112534,CHEBI_112616,Diastereomers
CHEBI_98331,CHEBI_101455,Diastereomers
CHEBI_99199,CHEBI_95372,Diastereomers
CHEBI_118534,CHEBI_118615,Diastereomers
CHEBI_98759,CHEBI_103193,Diastereomers
CHEBI_217700,CHEBI_219497,Diastereomers
CHEBI_99966,CHEBI_102059,Diastereomers
CHEBI_99541,CHEBI_99063,Diastereomers
CHEBI_216507,CHEBI_216512,Diastereomers
CHEBI_101058,CHEBI_99938,Diastereomers
CHEBI_99954,CHEBI_98160,Diastereomers
CHEBI_211900,CHEBI_227060,Diastereomers
CHEBI_97242,CHEBI_102883,Diastereomers
CHEBI_5638,CHEBI_65881,Diastereomers
CHEBI_217193,CHEBI_217201,Diastereomers
CHEBI_101155,CHEBI_99146,Diastereomers
CHEBI_173250,CHEBI_191640,Diastereomers
CHEBI_23297,CHEBI_27056,Diastereomers
CHEBI_96891,CHEBI_96955,Diastereomers
CHEBI_99527,CHEBI_102477,Diastereomers
CHEBI_98203,CHEBI_100313,Diastereomers
CHEBI_199752,CHEBI_215611,Diastereomers
CHEBI_223230,CHEBI_223195,Diastereomers
CHEBI_102677,CHEBI_100674,Diastereomers
CHEBI_101095,CHEBI_98572,Diastereomers
CHEBI_227250,CHEBI_227255,Diastereomers
CHEBI_209593,CHEBI_209612,Diastereomers
CHEBI_100818,CHEBI_102499,Diastereomers
CHEBI_195707,CHEBI_195708,Diastereomers
CHEBI_124066,CHEBI_104683,Diastereomers
CHEBI_103212,CHEBI_103085,Diastereomers
CHEBI_122386,CHEBI_122289,Diastereomers
CHEBI_104530,CHEBI_104381,Diastereomers
CHEBI_118000,CHEBI_118181,Diastereomers
CHEBI_123487,CHEBI_123568,Diastereomers
CHEBI_176586,CHEBI_21547,Diastereomers
CHEBI_75232,CHEBI_75233,Diastereomers
CHEBI_114103,CHEBI_113892,Diastereomers
CHEBI_97135,CHEBI_99532,Diastereomers
CHEBI_102511,CHEBI_99986,Diastereomers
CHEBI_186209,CHEBI_185202,Diastereomers
CHEBI_95758,CHEBI_96413,Diastereomers
CHEBI_227737,CHEBI_227741,Diastereomers
CHEBI_99767,CHEBI_99566,Diastereomers
CHEBI_98222,CHEBI_99254,Diastereomers
CHEBI_69669,CHEBI_69668,Diastereomers
CHEBI_127119,CHEBI_130693,Diastereomers
CHEBI_67634,CHEBI_67633,Diastereomers
CHEBI_98804,CHEBI_99607,Diastereomers
CHEBI_191829,CHEBI_191732,Diastereomers
CHEBI_127571,CHEBI_130530,Diastereomers
